error,extraction_rule_id,safir_field_id,mask,definition,ruleset_id
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",7dc2fa3f-3163-4623-88e0-b5cbc092e9c2,DRF,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""Dépenses de fonctionnement – Total'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",122f82f2-ff92-47ca-9182-e302394a9603,DOF,CA,"{'""extract'"": {'""column'"": '""Opérations d’ordre (2)'"", '""identifiers'"": ['""Dépenses de fonctionnement – Total'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",2626e54c-a2ee-4bc6-8a33-b7512051f5a1,D002,CA,"{'""extract'"": {'""column'"": '""Valeur'"", '""identifiers'"": ['""Pour information D 002 Résultat négatif reporté'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",f7508495-b44d-4a1c-b352-f8bbf154c101,DFC,CA,"{'""sum'"": [{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""Dépenses de fonctionnement – Total'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Opérations d’ordre (2)'"", '""identifiers'"": ['""Dépenses de fonctionnement – Total'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Valeur'"", '""identifiers'"": ['""Pour information D 002 Résultat négatif reporté'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}]}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",3ea539e9-5bdc-4dc0-bee6-67cfead0fffc,RF013,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""013'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",e25c01b4-1b9a-4cd1-ad38-26508a7dc39f,RF70,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""70'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",2d2aa962-a3f1-4e78-85de-2780ed8eee4d,RF73,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""73'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",368cce18-0722-4e3b-ab29-c654363eca19,RF731,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""731'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",b5f4a2ca-3cd9-4490-8430-e70c417c3709,RF74,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""74'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",9fb5bc34-8f43-42a2-a098-4aba1b442ec9,RF75,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""75'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",80719d96-bf76-477b-a97b-060f69db24aa,RF76,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""76'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",d5b58dde-3083-4216-b3ed-18f2be4a9e21,RF77,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""77'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",ecbb91e2-21ee-460d-a53c-2aa9bb2ea19c,RF78,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""78'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",52975ffb-4a0e-472d-9607-9f14bac6c90d,RF79,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""79'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",65511590-0b1a-428c-b20b-2dca34983844,RFA,CA,"{'""substract'"": [{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""Recettes de fonctionnement – Total'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}, {'""sum'"": [{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""013'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""70'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""73'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""731'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""74'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""75'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""76'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""77'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""78'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""79'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}]}]}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",6c958b8b-4154-4509-a136-6f4b570c8e5f,RRF,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""Recettes de fonctionnement – Total'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",fa4f0de2-ca74-4a02-9911-d9e80992317c,ROF,CA,"{'""extract'"": {'""column'"": '""Opérations d’ordre (2) '"", '""identifiers'"": ['""Recettes de fonctionnement – Total'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",92286668-3f9e-4e2c-bcea-feba7bfe1316,R002,CA,"{'""extract'"": {'""column'"": '""Valeur'"", '""identifiers'"": ['""Pour information R 002 Résultat positif reporté'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",c7138459-0112-483e-aa3e-d7a586bf52e9,RFC,CA,"{'""sum'"": [{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""Recettes de fonctionnement – Total'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}, {'""extract'"": {'""column'"": '""Opérations d’ordre (2) '"", '""identifiers'"": ['""Recettes de fonctionnement – Total'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}, {'""extract'"": {'""column'"": '""Valeur'"", '""identifiers'"": ['""Pour information R 002 Résultat positif reporté'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}]}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",a51f8978-07e6-42ba-a278-610ed9bf8599,DI10,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""10'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",836403b9-a35f-43b3-b69a-bd0a251287d2,DI13,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""13'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",1749b4db-f196-4d61-959d-db04edc8c061,DI16,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""16'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",0fa20a84-6910-4692-b856-7d57e6b22aa9,DI18,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""18'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",677a4c24-ca7f-4a35-97e1-1402a05d755d,DI20,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""20'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",18ea87c1-dae3-4ed2-bea6-18ed9c1f4f9c,DI204,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""204'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",745133f6-1f9a-477e-9cb4-17eeb4f187f6,RI21,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""21'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",714eec84-e0bb-48d5-840a-448d9b74f5db,RI22,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""22'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",a5e94478-e14e-4163-82a0-176d072886e7,RI23,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""23'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",7cdf8b06-3c78-43ca-9080-2c4f5e4252f1,DI21,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""21'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",1069a559-3ec1-4df3-9132-c7ed01b8ac1c,DI22,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""22'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",95930a13-7a60-45fb-b0fc-e3ae2be4bef3,DI23,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""23'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",002f0c92-96dd-4c79-a258-b9608fa2f426,DIOPE,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""'"", '""Total des opérations d’équipement'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",861bebbb-1837-4a22-b1b0-4aff694c506f,DIEQU,CA,"{'""non_extractable'"": null}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",82674ec0-5b98-40ba-90a1-93fd5d0f6e12,DI26,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""26'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",8e8879ac-7ed7-4693-8d6c-a7fec646fe76,DI27,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""27'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",80a80c78-90aa-4c6f-babb-464396e7ed2f,DI45,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""45'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",93b4121b-e83e-4220-a205-289337cd58b5,DIA,CA,"{'""substract'"": [{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""Dépenses d’investissement – Total'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""sum'"": [{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""10'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""13'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""16'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""18'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""20'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""204'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""21'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""22'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""23'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""'"", '""Total des opérations d’équipement'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""26'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""27'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""45'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}]}]}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",f1f90eca-6178-48e1-b61b-46e59fcb3000,DRI,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""Dépenses d’investissement – Total'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",cdb48712-2c55-4181-a15a-d052fd966b5c,DOI,CA,"{'""extract'"": {'""column'"": '""Opérations d''ordre (2)'"", '""identifiers'"": ['""Dépenses d’investissement – Total'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",485ec909-827f-4e91-aca2-a1572c41ad53,D001,CA,"{'""extract'"": {'""column'"": '""Valeur'"", '""identifiers'"": ['""Pour information D 001 Solde d’exécution négatif reporté'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",a070311e-097b-43f5-8ecd-244a7717ab1e,DIC,CA,"{'""sum'"": [{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""Dépenses d''investissement – Total'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Opérations d''ordre (2)'"", '""identifiers'"": ['""Dépenses d''investissement – Total'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}, {'""extract'"": {'""column'"": '""Valeur'"", '""identifiers'"": ['""Pour information D 001 Solde d’exécution négatif reporté'""], '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – DEPENSES'""]}}]}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",bf3af24a-2521-4524-971a-fdfdaa2c3f1f,RI10,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""10'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",6d2795eb-c8e2-4369-b6f0-477801327500,RI13,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""13'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",5fd6660c-67f6-4741-aae2-c088b93615ad,RI16,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""16'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",8c247b10-29da-4c64-a672-fbc7e7210792,RI18,CA,"{'""extract'"": {'""column'"": '""Opérations réelles (1)'"", '""identifiers'"": ['""18'""], '""operation_type'"": '""real'"", '""section_header'"": ['""II – PRESENTATION GENERALE'"", '""BALANCE GENERALE – RECETTES'""]}}",531f3f2a-add6-45c8-8554-68fbefe7b5b2
