error,extraction_rule_id,safir_field_id,mask,definition,ruleset_id
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",dd3049c5-1023-4818-87c4-52d1eb70cc24,DRF,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""Total des dépenses réelles et mixtes'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",75c13b22-8ff9-4fc4-a108-007b62b8bd11,DOF,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""Total des dépenses d’ordre de fonctionnement (3)'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",ef47c1ee-6069-41dd-a150-43e09d6d0e4d,D002,CFU,"{'""extract'"": {'""column'"": '""Prévisions (a)(BP + DM + RAR N-1)'"", '""identifiers'"": ['""002 Déficit de fonctionnement reporté de N-1'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",e760825d-fdc2-46b7-98a9-a9fa6dd08493,DFC,CFU,"{'""sum'"": [{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""Total des dépenses réelles et mixtes'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""Total des dépenses d’ordre de fonctionnement (3)'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Prévisions (a)(BP + DM + RAR N-1)'"", '""identifiers'"": ['""002 Déficit de fonctionnement reporté de N-1'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses de fonctionnement – Vue d’ensemble'""]}}]}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",8d6889a9-8908-4e3f-89fe-68e9ca4bac17,RF013,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""013'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",2731ebba-02b5-4e94-a5bc-9a585cae297c,RF70,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""70'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",42610bd3-c1e7-45ff-bd46-998fea6f4649,RF73,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""73'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",4687409c-8291-48e6-bf11-32aaae92e5f5,RF731,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""731'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",a8e8f405-8079-4da4-aec1-d042639eb369,RF74,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""74'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",e11dd7bc-ac23-463c-baea-0ecc1786e599,RF75,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""75'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",225ece44-cb82-49a0-8b80-f91462d0ee7c,RF76,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""76'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",cb84ec7f-516f-49ef-ade9-a17768251943,RF77,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""77'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",bf14ec95-15c0-40ea-ae7f-56f2bfd5bfcf,RF78,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""78'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",58e531a8-178a-43ec-a363-ba5e3fbe91da,RF79,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""79'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",21765a94-643d-4849-b3f9-78396fa28d9d,RFA,CFU,"{'""substract'"": [{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""Total des recettes réelles et mixtes'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""sum'"": [{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""013'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""70'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""73'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""731'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""74'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""75'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""76'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""77'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""78'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""79'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}]}]}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",84926674-8ed4-4477-a5fe-e1ffc9845009,RRF,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""Total des recettes réelles et mixtes'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",be411486-d446-4c0d-9ffa-4f955cac6f56,ROF,CFU,"{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""Total des recettes d’ordre (3)'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",4ae89a04-3a99-4ebd-b716-a8502bc41e45,R002,CFU,"{'""extract'"": {'""column'"": '""Prévisions (a)(BP + DM + RAR N-1)'"", '""identifiers'"": ['""002 Excédent de fonctionnement reporté de N-1'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",d1808db9-b187-47f6-8d99-60018b4cb549,RFC,CFU,"{'""sum'"": [{'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""Total des recettes réelles et mixtes'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Total réalisations (d = b+c)'"", '""identifiers'"": ['""Total des recettes d’ordre (3)'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Prévisions (a)(BP + DM + RAR N-1)'"", '""identifiers'"": ['""002 Excédent de fonctionnement reporté de N-1'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes de fonctionnement – Vue d’ensemble'""]}}]}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",b9e628cb-159e-48be-b50d-c30c49060579,DI10,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""10'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",9e8da14b-441e-45fd-ba0c-4294eb1bdaf9,DI13,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""13'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",aed4f59c-ee44-423d-88d3-8cb1d0d85b77,DI16,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""16'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",e4d62f7b-0411-49a0-b905-5d1be79ffc3f,DI18,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""18'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",78b249af-a6b7-4f3c-b5e1-fdd825992392,DI20,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""20'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",bcfbae84-21af-47ba-8278-4aae5d8612da,DI204,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""204'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",f5fca329-d45a-462c-a489-f8e1ba30ae4f,RI21,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""21'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",94f86c3c-5fd1-4452-a5d4-9cf26d38152d,RI22,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""22'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",4362e657-e5ba-4bc4-accf-2d50f2653d5a,RI23,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""23'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",068c7fd1-b8ab-4a34-bd07-fc297df83501,DI21,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""21'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",50eafc7d-f33f-4ec8-b1f9-9f7659ea2327,DI22,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""22'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",cc090641-89ad-45a8-b149-f7714122beca,DI23,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""23'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",7583d849-c697-489b-ae15-9438370eca05,DIOPE,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""'"", '""Total des opérations d’équipement (2)'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",6d7e1d4b-3ae6-4d7b-ad58-d41138175635,DIEQU,CFU,"{'""non_extractable'"": null}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",4daf0f8a-cd1a-47f3-ab3c-3348a2a61445,DI26,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""26'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",fc2bb901-3342-460a-9284-88f065042b55,DI27,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""27'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",a85cf215-752c-4253-8e2b-96cab29987ff,DI45,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""45'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",10519f55-f6e4-4a70-b284-718682f9be19,DIA,CFU,"{'""substract'"": [{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""Total des dépenses réelles d’investissement'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""sum'"": [{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""10'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""13'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""16'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""18'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""20'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""204'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""21'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""22'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""23'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""'"", '""Total des opérations d’équipement (2)'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""26'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""27'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""45'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}]}]}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",e33332d5-faad-464f-a1c6-5c334166bc67,DRI,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""Total des dépenses réelles d’investissement'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",0703394d-8f00-4496-9a76-d005f78a34e5,DOI,CFU,"{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""Total des dépenses d’ordre en investissement'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",531c9fed-b455-4727-90ae-cb2a406bf9bd,D001,CFU,"{'""extract'"": {'""column'"": '""Prévisions (a)(BP + DM + RAR N-1)'"", '""identifiers'"": ['""001 Solde d’exécution négatif reporté'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",e123b295-aee4-40f0-8f01-d1bd36c34d2c,DIC,CFU,"{'""sum'"": [{'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""Total des dépenses réelles d’investissement'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations (mandats émis) (b)'"", '""identifiers'"": ['""Total des dépenses d’ordre en investissement'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Prévisions (a)(BP + DM + RAR N-1)'"", '""identifiers'"": ['""001 Solde d’exécution négatif reporté'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Dépenses d''investissement – Vue d’ensemble'""]}}]}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",c779fab1-8934-4279-9e6c-7e77ac739752,RI10,CFU,"{'""substract'"": [{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""10'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}, {'""extract'"": {'""column'"": '""Réalisations nettes (d=b-c)'"", '""identifiers'"": ['""1068'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue détaillée'""]}}]}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",fca973ae-c0d8-413e-8c04-7af604e08b77,RI13,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""13'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",49bdf77e-0eb6-42fa-9242-0c9d475b3058,RI16,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""16'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
"CHECK constraint failed: mask IN ('M57_CA', 'M57_CFU', 'M4_CA', 'M4_CFU', 'M57', 'M4')",2412b256-3918-4cd4-bf63-639f1b2e0a8b,RI18,CFU,"{'""extract'"": {'""column'"": '""Réalisations (titres émis) (b)'"", '""identifiers'"": ['""18'""], '""section_header'"": ['""II- Exécution budgétaire'"", '""Recettes d''investissement – Vue d’ensemble'""]}}",48f86eb6-476d-4f8a-84a3-0ad1979bccd4
