error,state_id,code
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",4d4a239a-8d5b-4ead-86a3-1d32f448dec1,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",20927a4a-877b-42fa-9c57-33bec1df4292,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",8f66b65d-5620-4625-bb4d-319a13726848,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",49c8ea0a-d13c-4af1-8dcd-3917dcc0eeb7,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",b010068f-e95d-4782-9e8e-fc3aa3df5e02,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",9e671596-2363-437f-9329-1a776eec6502,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",aeff28c2-0c2c-4fb3-a8a6-800c6561b83e,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",8dd22e40-28d9-49f1-ab80-8a4351558915,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",78fd1cde-d134-47d8-99ab-90a977212da0,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",edb510c8-6f9a-4853-a099-7514da0da10d,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",2d8a2323-51c7-4073-9aa3-8a47f356171a,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",61f0c515-d11d-4dda-85a5-298c5584a886,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",b0112fba-3976-4054-a289-8d36adec6a26,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",a7bbde0b-af16-49d4-8aeb-274d95def4bf,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",7de54fe1-ba39-477c-9777-0ae84ee9b37e,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",648549b9-9573-4426-91ab-a84ea0b22254,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",86f5a554-929c-45b0-a7c8-43b6c89897f2,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",7f43b425-5a13-4b63-bb09-2f9b4497230f,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",30848c1d-a83e-488d-959b-e47829c46b0e,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",4091cde4-b7be-4d1b-bf53-b9c357469339,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",f05e0265-62c2-4935-a3d8-ae9fb485b4b3,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",2c853e0b-5259-4a9b-8f2d-6c9ba3271b5e,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",79c77a8d-ee59-4f4b-a811-ac84e8956fed,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",33b527f6-9e9c-4226-aa49-832e5e1b556d,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",4c0ad08e-f41c-4c87-a96d-c3eb64ab3256,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",f7d04248-0269-455c-afad-6f6e01fa4c57,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",1fc961ca-3447-41e0-bd18-445507e6051e,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",d44ad8db-dbe2-47a6-9f75-f877a5331d93,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",057bf13f-1d55-43ed-be58-0a31c2777643,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",50251e78-bb37-461b-af4d-23d094492725,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",2a4a2de5-0156-47bf-bee7-232b2cad3116,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",b652444d-fea5-4bc5-8f6c-ac9bfa8e565c,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",fcec58f5-6d0a-49c1-aa18-05a558476be0,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",1e170454-8adf-440d-baf5-0e70d85ff35c,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",ab9a52d5-35eb-4702-b320-c3027a63772f,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",b9533e13-c1dd-4cb4-89c4-a525cf443ab0,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",37e5a2bc-166d-4767-9534-36400fdeb39c,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",5102a115-0112-4ded-8dd2-64ce61b75a7f,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",349d6770-0d62-4e92-ba08-7150f639423d,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",388195e8-789c-4c65-aecf-829d5d0b7609,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",ad86fb2e-f640-414d-95a0-98d17ecef38b,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",ff428450-6994-4e8f-a741-8f05c35fd9f3,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",256f6bf2-87ac-4689-b569-a3f390b0ccb8,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",8eaf717a-66f0-4363-b9eb-2379db56c2f7,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",409dbc47-8831-43be-b1ff-e9347560efee,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",1c633b75-863c-4d8c-b4d4-ad17d3a29d42,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",e6701140-a501-41cb-8139-9eceaba55c57,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",c8218bca-3e3a-45fe-a738-bb854839d7c9,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",25963993-34f2-4994-8920-89ec826c40fd,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",5c35ba02-4349-4bf3-8aaa-bf2545b908ab,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",f47b0444-dae9-4fed-8d0e-4d966eed4155,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",32de13a9-04d7-416b-96a7-2a4d73d4ced4,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",9d7876cc-3dbd-43a2-b147-015838144509,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",ecde7ddd-7b0c-45aa-b818-5d08314bba03,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",b88ec367-ecf7-40e0-a17f-8f46c144e23a,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",5dbbb6d9-5456-42dd-a5c4-782615591735,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",bb0849fd-fd13-4d8f-a021-1c26c646619e,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",dc73e046-7769-4829-a7de-99bcaf26eb77,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",ac1dc930-cd7f-4823-8999-f6696dc782de,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",8e6d7b71-5e0b-4823-ac0c-8787c4835ea3,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",91707453-0b25-470a-b3b3-5bc9f9e38d33,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",ae6381f2-68a5-4bf9-8909-7f5f05fecc8c,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",83314538-63b9-4de2-ab06-be462175e834,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",6028535c-462b-4a56-8e78-3b570fa83c87,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",16389ea1-db9a-4501-b294-0a5550d7e6f0,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",b9e28848-c6b8-44e3-9575-d06f5f18f5ed,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",ed304095-1629-4453-af0e-76589a3f9168,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",430ddf30-410f-4c7f-90a4-1c112bf76756,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",630dc167-e411-4503-97ec-66f18a840cb9,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",0b2cedb8-1b74-4bb9-bca0-70bbbfef19a5,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",dd747b37-357f-410f-b813-e293536bf60e,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",6d4fcb4f-7f44-4721-ad2b-7a809260bf7e,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",0c84eccc-fc1c-4923-b6bd-7d3f45aaea4d,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",bcd41cb5-6e29-43da-8c5a-06ddfc958e75,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",18142147-baa1-47b6-beb3-f18599d5fe55,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",a97c0448-2c2b-4ab7-b7de-5a7b4e20e2cd,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",c3288546-0ca5-4f1c-81c9-581f37753cde,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",aca68a82-bf2a-4cb6-90e1-06d1d9898d12,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",7a7d5881-a63f-4f1e-a663-41402aa25c1e,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",b788759e-6d64-4321-b546-7aeeddc33166,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",4facbc0a-a196-41da-a579-c5a963b25653,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",d3711cc8-0963-4e24-8112-fb284a57b33e,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",e0a993b3-40e5-4656-9cdc-c45b39eebcf5,
"CHECK constraint failed: code IN ('PENDING', 'ERROR', 'SUCCESS', 'PARTIAL', 'PROCESSING', 'VALIDATED', 'REJECTED')",01781d6d-6379-4ed0-8548-2a4efb996e75,
